Shipping Mode,Sales per customer,Benefit per order,Order Item Quantity,Actual Delivery Status,Predicted Delivery Status,Late Delivery Risk %,Risk Category,AI Recommendation
Standard Class,249.8999939,87.47000122,5,On Time,On Time,42.15,Low Risk,Standard delivery process
First Class,248.9799957,53.02999878,1,Late,Late,95.86,High Risk,Expedite shipment immediately
Second Class,178.1699982,60.22000122,3,Late,Late,80.82,High Risk,Expedite shipment immediately
Standard Class,98.37999725,34.43000031,3,Late,On Time,39.1,Low Risk,Standard delivery process
Standard Class,379.980011,-92.33999634,1,On Time,On Time,39.55,Low Risk,Standard delivery process
First Class,245.9600067,122.9800034,5,Late,Late,96.83,High Risk,Expedite shipment immediately
Standard Class,122.8399963,-9.210000038,1,Late,On Time,39.89,Low Risk,Standard delivery process
Standard Class,101.9800034,16.3199997,2,Late,On Time,40.91,Low Risk,Standard delivery process
Standard Class,49.47999954,4.949999809,1,On Time,On Time,40.61,Low Risk,Standard delivery process
First Class,179.9600067,11.34000015,5,Late,Late,96.46,High Risk,Expedite shipment immediately
First Class,217.4100037,102.1800003,5,Late,Late,96.25,High Risk,Expedite shipment immediately
Standard Class,155.9700012,-124.7799988,3,Late,On Time,42.41,Low Risk,Standard delivery process
First Class,120.8899994,6.039999962,1,Late,Late,95.37,High Risk,Expedite shipment immediately
Standard Class,226.7599945,2.269999981,4,On Time,On Time,40.0,Low Risk,Standard delivery process
First Class,59.99000168,6.0,1,Late,Late,95.54,High Risk,Expedite shipment immediately
First Class,139.4400024,68.33000183,3,Late,Late,96.67,High Risk,Expedite shipment immediately
Standard Class,49.0,6.130000114,1,On Time,On Time,40.39,Low Risk,Standard delivery process
Standard Class,239.9799957,64.79000092,3,Late,On Time,41.88,Low Risk,Standard delivery process
Standard Class,114.3899994,30.88999939,1,Late,On Time,39.97,Low Risk,Standard delivery process
Second Class,217.4100037,60.88000107,5,Late,Late,80.96,High Risk,Expedite shipment immediately
First Class,135.9700012,47.59000015,4,Late,Late,96.56,High Risk,Expedite shipment immediately
First Class,10.27000046,3.220000029,1,Late,Late,96.18,High Risk,Expedite shipment immediately
First Class,37.5,-5.630000114,1,Late,Late,95.32,High Risk,Expedite shipment immediately
First Class,254.9799957,-131.8300018,1,Late,Late,96.45,High Risk,Expedite shipment immediately
Standard Class,182.0,50.04999924,4,On Time,On Time,40.41,Low Risk,Standard delivery process
Second Class,129.9900055,33.79999924,1,Late,Late,80.79,High Risk,Expedite shipment immediately
First Class,169.9900055,64.59999847,1,Late,Late,95.89,High Risk,Expedite shipment immediately
Standard Class,109.1800003,-19.11000061,2,On Time,On Time,40.18,Low Risk,Standard delivery process
Second Class,90.95999908,42.75,2,Late,Late,79.29,Medium Risk,Monitor shipment closely
Same Day,224.9900055,0.0,1,Late,On Time,49.49,Low Risk,Standard delivery process
Standard Class,46.47999954,8.829999924,1,On Time,On Time,40.26,Low Risk,Standard delivery process
Standard Class,232.5,75.55999756,5,Late,On Time,37.44,Low Risk,Standard delivery process
First Class,391.980011,-274.3900146,1,Late,Late,96.89,High Risk,Expedite shipment immediately
Standard Class,135.9700012,38.0699997,4,Late,On Time,38.55,Low Risk,Standard delivery process
Standard Class,215.9600067,-48.59000015,4,On Time,On Time,41.54,Low Risk,Standard delivery process
Standard Class,290.980011,139.6699982,1,On Time,On Time,39.62,Low Risk,Standard delivery process
Standard Class,148.4400024,-237.5,3,On Time,On Time,41.05,Low Risk,Standard delivery process
First Class,153.5599976,43.0,4,Late,Late,96.83,High Risk,Expedite shipment immediately
Second Class,179.9900055,52.20000076,1,Late,Late,80.51,High Risk,Expedite shipment immediately
Standard Class,220.0,59.40000153,5,Late,On Time,40.15,Low Risk,Standard delivery process
Second Class,232.7599945,75.65000153,4,Late,Late,83.62,High Risk,Expedite shipment immediately
Standard Class,199.9900055,4.400000095,1,Late,On Time,39.2,Low Risk,Standard delivery process
Second Class,245.9799957,27.79999924,3,Late,Late,81.81,High Risk,Expedite shipment immediately
Second Class,67.18000031,5.840000153,2,On Time,Late,80.41,High Risk,Expedite shipment immediately
Standard Class,44.97999954,15.19999981,1,Late,On Time,39.99,Low Risk,Standard delivery process
Standard Class,181.9900055,1.820000052,1,On Time,On Time,40.07,Low Risk,Standard delivery process
Standard Class,151.9600067,-98.77999878,4,On Time,On Time,39.29,Low Risk,Standard delivery process
Standard Class,189.9499969,-284.9299927,5,On Time,On Time,40.63,Low Risk,Standard delivery process
Standard Class,111.5699997,-4.239999771,3,On Time,On Time,40.35,Low Risk,Standard delivery process
First Class,165.9900055,13.77999973,1,Late,Late,95.23,High Risk,Expedite shipment immediately
Standard Class,260.980011,-208.7899933,1,Late,On Time,41.04,Low Risk,Standard delivery process
Second Class,335.9700012,-71.55999756,4,Late,Late,80.46,High Risk,Expedite shipment immediately
Standard Class,175.9299927,65.97000122,4,On Time,On Time,40.79,Low Risk,Standard delivery process
Standard Class,188.9199982,21.35000038,4,Late,On Time,40.41,Low Risk,Standard delivery process
Second Class,296.980011,103.9400024,1,Late,Late,80.7,High Risk,Expedite shipment immediately
Standard Class,149.9900055,43.20000076,1,Late,On Time,39.34,Low Risk,Standard delivery process
Second Class,99.58000183,48.79999924,2,Late,Late,79.97,Medium Risk,Monitor shipment closely
First Class,97.48999786,39.97000122,1,Late,Late,96.09,High Risk,Expedite shipment immediately
Standard Class,109.1900024,5.460000038,1,On Time,On Time,39.91,Low Risk,Standard delivery process
Standard Class,254.9799957,19.12000084,1,Late,On Time,40.1,Low Risk,Standard delivery process
Standard Class,218.3600006,19.21999931,4,Late,On Time,40.36,Low Risk,Standard delivery process
Standard Class,107.8899994,42.08000183,1,Late,On Time,39.95,Low Risk,Standard delivery process
Second Class,142.5,68.40000153,3,Late,Late,80.94,High Risk,Expedite shipment immediately
Second Class,188.9900055,51.02999878,1,On Time,Late,79.91,Medium Risk,Monitor shipment closely
Standard Class,210.0,73.5,3,On Time,On Time,40.53,Low Risk,Standard delivery process
Second Class,47.97999954,15.02000046,1,Late,Late,80.06,High Risk,Expedite shipment immediately
Standard Class,47.97999954,-8.010000229,1,On Time,On Time,40.43,Low Risk,Standard delivery process
Standard Class,41.0,2.579999924,1,On Time,On Time,40.97,Low Risk,Standard delivery process
Standard Class,163.9900055,75.44000244,1,On Time,On Time,40.58,Low Risk,Standard delivery process
Standard Class,113.0899963,-14.59000015,1,On Time,On Time,37.67,Low Risk,Standard delivery process
Second Class,42.5,-8.5,1,Late,Late,79.74,Medium Risk,Monitor shipment closely
Standard Class,254.9799957,71.40000153,1,On Time,On Time,40.31,Low Risk,Standard delivery process
Second Class,248.9799957,64.73999786,1,Late,Late,77.99,Medium Risk,Monitor shipment closely
Standard Class,113.0899963,52.02000046,1,On Time,On Time,46.17,Low Risk,Standard delivery process
First Class,179.9900055,-140.3899994,1,Late,Late,96.0,High Risk,Expedite shipment immediately
Standard Class,299.980011,30.0,1,On Time,On Time,35.81,Low Risk,Standard delivery process
Standard Class,109.1900024,-69.87999725,1,On Time,On Time,40.48,Low Risk,Standard delivery process
Standard Class,174.0,60.90000153,4,On Time,On Time,40.79,Low Risk,Standard delivery process
Standard Class,494.9500122,37.11999893,5,On Time,On Time,36.17,Low Risk,Standard delivery process
Standard Class,47.47999954,16.62000084,1,Late,On Time,40.11,Low Risk,Standard delivery process
Second Class,211.1600037,79.19000244,4,Late,Late,80.22,High Risk,Expedite shipment immediately
Second Class,123.4899979,-94.72000122,1,Late,Late,79.93,Medium Risk,Monitor shipment closely
Standard Class,120.8899994,42.31000137,1,Late,On Time,40.03,Low Risk,Standard delivery process
Standard Class,113.0899963,54.27999878,1,On Time,On Time,40.21,Low Risk,Standard delivery process
Standard Class,251.9700012,-520.8300171,3,On Time,On Time,40.38,Low Risk,Standard delivery process
Standard Class,141.75,49.61000061,3,Late,On Time,40.57,Low Risk,Standard delivery process
Standard Class,383.980011,129.7899933,1,On Time,On Time,40.63,Low Risk,Standard delivery process
First Class,263.980011,113.5100021,1,Late,Late,96.62,High Risk,Expedite shipment immediately
Standard Class,379.9599915,-92.33000183,4,On Time,On Time,40.74,Low Risk,Standard delivery process
Standard Class,239.9799957,77.98999786,1,On Time,On Time,43.17,Low Risk,Standard delivery process
Second Class,47.25,22.68000031,1,On Time,Late,78.75,Medium Risk,Monitor shipment closely
Standard Class,169.9900055,5.099999905,1,Late,On Time,43.9,Low Risk,Standard delivery process
Second Class,110.4899979,0.0,1,Late,Late,81.62,High Risk,Expedite shipment immediately
Standard Class,387.980011,116.3899994,1,Late,On Time,41.91,Low Risk,Standard delivery process
Standard Class,179.9799957,64.79000092,2,On Time,On Time,37.32,Low Risk,Standard delivery process
Standard Class,14.39000034,4.320000172,1,Late,On Time,40.41,Low Risk,Standard delivery process
First Class,232.7599945,111.7300034,4,Late,Late,96.47,High Risk,Expedite shipment immediately
Second Class,92.98999786,9.300000191,1,Late,Late,78.26,Medium Risk,Monitor shipment closely
First Class,197.9900055,27.71999931,1,Late,Late,95.98,High Risk,Expedite shipment immediately
Second Class,97.95999908,25.07999992,2,Late,Late,80.37,High Risk,Expedite shipment immediately
Standard Class,52.79000092,17.84000015,1,Late,On Time,40.01,Low Risk,Standard delivery process
Second Class,122.8399963,31.94000053,1,On Time,Late,79.81,Medium Risk,Monitor shipment closely
Standard Class,65.58000183,23.80999947,2,On Time,On Time,38.9,Low Risk,Standard delivery process
Standard Class,351.980011,49.27999878,1,On Time,On Time,39.7,Low Risk,Standard delivery process
Same Day,319.980011,156.7899933,1,On Time,Late,56.15,Medium Risk,Monitor shipment closely
Second Class,149.5899963,49.36000061,1,On Time,Late,82.3,High Risk,Expedite shipment immediately
Standard Class,123.0,54.11999893,3,On Time,On Time,39.8,Low Risk,Standard delivery process
Standard Class,112.4599991,55.09999847,3,On Time,On Time,41.65,Low Risk,Standard delivery process
Second Class,299.9899902,-149.9900055,1,On Time,Late,75.74,Medium Risk,Monitor shipment closely
Second Class,175.9900055,19.88999939,1,Late,Late,81.94,High Risk,Expedite shipment immediately
Standard Class,110.4899979,-77.33999634,1,On Time,On Time,40.18,Low Risk,Standard delivery process
First Class,260.9700012,122.6600037,3,Late,Late,95.96,High Risk,Expedite shipment immediately
Standard Class,47.47999954,17.80999947,1,On Time,On Time,40.35,Low Risk,Standard delivery process
Standard Class,132.0,47.91999817,3,On Time,On Time,40.19,Low Risk,Standard delivery process
Standard Class,189.9900055,11.97000027,1,On Time,On Time,38.01,Low Risk,Standard delivery process
Standard Class,371.980011,-595.1699829,1,On Time,On Time,39.51,Low Risk,Standard delivery process
Standard Class,299.980011,101.3899994,1,On Time,On Time,40.24,Low Risk,Standard delivery process
Standard Class,173.9900055,63.15999985,1,Late,On Time,38.05,Low Risk,Standard delivery process
Second Class,197.9199982,51.45999908,4,Late,Late,79.91,Medium Risk,Monitor shipment closely
Standard Class,36.38999939,2.549999952,1,Late,On Time,41.01,Low Risk,Standard delivery process
Standard Class,191.9199982,14.39000034,4,On Time,On Time,40.01,Low Risk,Standard delivery process
Standard Class,227.4100037,2.269999981,5,Late,On Time,41.29,Low Risk,Standard delivery process
Second Class,127.3899994,6.369999886,1,On Time,Late,80.36,High Risk,Expedite shipment immediately
First Class,254.9700012,31.87000084,3,Late,Late,96.3,High Risk,Expedite shipment immediately
First Class,106.5899963,28.78000069,1,Late,Late,96.25,High Risk,Expedite shipment immediately
Standard Class,199.9900055,-10.0,1,Late,On Time,43.47,Low Risk,Standard delivery process
First Class,187.5,-13.31000042,5,Late,Late,97.58,High Risk,Expedite shipment immediately
Standard Class,38.79000092,11.25,1,On Time,On Time,40.59,Low Risk,Standard delivery process
Standard Class,41.97999954,-2.640000105,1,On Time,On Time,40.52,Low Risk,Standard delivery process
First Class,120.8899994,35.06000137,1,Late,Late,96.72,High Risk,Expedite shipment immediately
Standard Class,107.9700012,42.11000061,3,Late,On Time,42.3,Low Risk,Standard delivery process
Standard Class,363.9599915,174.6999969,4,Late,On Time,36.1,Low Risk,Standard delivery process
Standard Class,49.79000092,6.619999886,1,On Time,On Time,42.88,Low Risk,Standard delivery process
First Class,44.99000168,11.69999981,1,Late,Late,95.35,High Risk,Expedite shipment immediately
First Class,299.9899902,-734.960022,1,Late,Late,96.49,High Risk,Expedite shipment immediately
Second Class,59.99000168,15.0,1,On Time,Late,80.89,High Risk,Expedite shipment immediately
Second Class,126.0899963,-84.09999847,1,Late,Late,81.33,High Risk,Expedite shipment immediately
Standard Class,56.22999954,5.619999886,3,Late,On Time,39.43,Low Risk,Standard delivery process
First Class,116.3799973,-85.30999756,2,Late,Late,97.44,High Risk,Expedite shipment immediately
Standard Class,189.0,68.61000061,4,Late,On Time,39.58,Low Risk,Standard delivery process
Standard Class,149.3800049,56.02000046,3,Late,On Time,40.56,Low Risk,Standard delivery process
Standard Class,97.95999908,35.56000137,2,On Time,On Time,38.89,Low Risk,Standard delivery process
Standard Class,126.0899963,6.300000191,1,On Time,On Time,35.68,Low Risk,Standard delivery process
Second Class,96.0,-67.19999695,2,Late,Late,79.52,Medium Risk,Monitor shipment closely
Standard Class,269.980011,83.69000244,1,Late,On Time,40.77,Low Risk,Standard delivery process
Standard Class,88.0,6.599999905,2,Late,On Time,40.77,Low Risk,Standard delivery process
Standard Class,42.0,10.92000008,1,Late,On Time,37.76,Low Risk,Standard delivery process
Standard Class,226.7599945,65.76000214,4,On Time,On Time,40.23,Low Risk,Standard delivery process
Standard Class,165.9799957,49.79999924,2,On Time,On Time,39.21,Low Risk,Standard delivery process
Standard Class,109.1900024,39.31000137,1,Late,On Time,40.41,Low Risk,Standard delivery process
First Class,198.0,69.30000305,4,Late,Late,96.67,High Risk,Expedite shipment immediately
Standard Class,319.980011,-234.5500031,1,On Time,On Time,42.38,Low Risk,Standard delivery process
First Class,39.59000015,10.28999996,1,Late,Late,96.15,High Risk,Expedite shipment immediately
First Class,232.5,23.25,5,Late,Late,96.21,High Risk,Expedite shipment immediately
Standard Class,245.9600067,120.5199966,5,On Time,On Time,39.5,Low Risk,Standard delivery process
Same Day,97.0,35.20999908,2,Late,Late,51.92,Medium Risk,Monitor shipment closely
Standard Class,170.0700073,81.62999725,3,On Time,On Time,40.23,Low Risk,Standard delivery process
Standard Class,191.9700012,-9.020000458,4,Late,On Time,40.36,Low Risk,Standard delivery process
First Class,167.9600067,77.26000214,5,Late,Late,97.36,High Risk,Expedite shipment immediately
First Class,199.9900055,94.0,1,Late,Late,96.15,High Risk,Expedite shipment immediately
Standard Class,179.9900055,60.84000015,1,On Time,On Time,40.32,Low Risk,Standard delivery process
Second Class,387.9599915,190.1000061,4,On Time,Late,80.58,High Risk,Expedite shipment immediately
Standard Class,245.9799957,89.29000092,1,On Time,On Time,40.47,Low Risk,Standard delivery process
Standard Class,175.9799957,61.59000015,2,On Time,On Time,40.06,Low Risk,Standard delivery process
Same Day,175.9900055,44.0,1,Late,On Time,49.46,Low Risk,Standard delivery process
